D0:33:11:04:49:72,Fri Jun 10 01:47:47 2016,Fri Jun 10 01:48:19 2016,"Apple, Inc."
E0:75:0A:FC:FA:DB,Fri Jun 10 02:58:06 2016,Fri Jun 10 02:58:06 2016,"ALPS ELECTRIC CO.,LTD."
7C:C7:09:4E:63:D4,Fri Jun 10 03:10:53 2016,Fri Jun 10 03:10:53 2016,"Shenzhen RF-LINK Elec&Technology.,Ltd"
D0:9D:AB:B7:FB:98,Fri Jun 10 03:52:28 2016,Fri Jun 10 03:52:28 2016,TCT mobile ltd
0C:8B:FD:33:BD:32,Fri Jun 10 03:56:31 2016,Fri Jun 10 03:56:31 2016,Intel Corporate
80:01:84:63:94:E2,Fri Jun 10 05:47:05 2016,Fri Jun 10 05:47:05 2016,HTC Corporation
54:40:AD:F4:21:65,Fri Jun 10 06:23:31 2016,Fri Jun 10 06:23:55 2016,"Samsung Electronics Co.,Ltd"
9C:D9:17:A4:A9:70,Fri Jun 10 06:04:11 2016,Fri Jun 10 07:20:08 2016,"Motorola Mobility LLC, a Lenovo Company"
8A:EE:DC:07:C2:84,Fri Jun 10 09:59:33 2016,Fri Jun 10 10:00:40 2016,Unknown
4C:80:93:32:EC:FE,Thu Jun 09 20:47:44 2016,Fri Jun 10 10:12:44 2016,Intel Corporate
A0:39:F7:7D:E9:ED,Thu Jun 09 20:28:49 2016,Fri Jun 10 10:34:29 2016,LG Electronics (Mobile Communications)
00:27:22:F0:56:94,Thu Jun 09 20:53:44 2016,Fri Jun 10 10:59:43 2016,Ubiquiti Networks
28:E3:1F:54:DB:04,Fri Jun 10 11:02:46 2016,Fri Jun 10 11:02:54 2016,Xiaomi Communications Co Ltd
00:EE:BD:C4:45:8F,Fri Jun 10 11:11:53 2016,Fri Jun 10 11:11:53 2016,HTC Corporation
82:8C:C6:D0:FA:DB,Fri Jun 10 11:16:53 2016,Fri Jun 10 11:16:53 2016,Unknown
00:27:22:EE:7D:7C,Fri Jun 10 11:22:18 2016,Fri Jun 10 11:22:19 2016,Ubiquiti Networks
84:10:0D:9D:0A:6C,Fri Jun 10 11:26:57 2016,Fri Jun 10 11:26:57 2016,"Motorola Mobility LLC, a Lenovo Company"
94:65:9C:A7:5C:1F,Thu Jun 09 23:06:35 2016,Fri Jun 10 11:46:32 2016,Intel Corporate
1A:A8:3E:40:76:F5,Fri Jun 10 11:55:30 2016,Fri Jun 10 11:57:17 2016,Unknown
00:26:C6:85:76:72,Thu Jun 09 20:24:43 2016,Fri Jun 10 12:11:44 2016,Intel Corporate
DC:9F:DB:50:52:59,Fri Jun 10 12:13:52 2016,Fri Jun 10 12:13:55 2016,"Ubiquiti Networks, Inc."
4A:6F:1C:51:93:EC,Fri Jun 10 12:22:40 2016,Fri Jun 10 12:22:40 2016,Unknown
5A:D2:D4:0D:C0:A8,Fri Jun 10 12:29:29 2016,Fri Jun 10 12:29:29 2016,Unknown
3E:A9:02:62:FD:73,Fri Jun 10 12:31:53 2016,Fri Jun 10 12:31:53 2016,Unknown
8C:2D:AA:51:9D:0B,Thu Jun 09 21:09:44 2016,Fri Jun 10 12:33:07 2016,"Apple, Inc."
FC:DB:B3:B6:AA:F5,Thu Jun 09 22:27:42 2016,Fri Jun 10 12:37:33 2016,"Murata Manufacturing Co., Ltd."
DA:A1:19:A5:9D:54,Fri Jun 10 12:49:45 2016,Fri Jun 10 12:49:45 2016,"Google, Inc."
F8:F1:B6:9C:DD:DE,Fri Jun 10 12:49:42 2016,Fri Jun 10 12:49:42 2016,"Motorola Mobility LLC, a Lenovo Company"
18:F6:43:AA:12:32,Fri Jun 10 00:39:21 2016,Fri Jun 10 12:49:56 2016,"Apple, Inc."
DA:A1:19:37:29:02,Fri Jun 10 12:50:45 2016,Fri Jun 10 12:50:45 2016,"Google, Inc."
56:57:C0:B2:98:36,Fri Jun 10 12:51:28 2016,Fri Jun 10 12:51:28 2016,Unknown
DA:A1:19:1D:A5:4C,Fri Jun 10 12:52:30 2016,Fri Jun 10 12:52:30 2016,"Google, Inc."
66:E6:DB:30:E4:0C,Fri Jun 10 12:52:43 2016,Fri Jun 10 12:52:43 2016,Unknown
04:4B:ED:62:79:00,Fri Jun 10 12:53:20 2016,Fri Jun 10 12:53:20 2016,"Apple, Inc."
24:0A:64:B1:22:4B,Thu Jun 09 20:28:03 2016,Fri Jun 10 12:56:33 2016,AzureWave Technology Inc.
D6:6F:81:F8:65:FF,Fri Jun 10 12:58:06 2016,Fri Jun 10 12:58:06 2016,Unknown
EE:49:B1:3F:8D:A5,Fri Jun 10 12:58:33 2016,Fri Jun 10 12:58:33 2016,Unknown
DA:A1:19:84:74:71,Fri Jun 10 12:59:31 2016,Fri Jun 10 12:59:31 2016,"Google, Inc."
FC:DB:B3:43:8C:94,Thu Jun 09 23:33:46 2016,Fri Jun 10 13:00:28 2016,"Murata Manufacturing Co., Ltd."
00:EE:BD:C4:52:F5,Fri Jun 10 09:56:15 2016,Fri Jun 10 13:00:44 2016,HTC Corporation
2E:40:2A:F8:5C:44,Fri Jun 10 12:59:56 2016,Fri Jun 10 13:00:42 2016,Unknown
AC:FD:CE:98:A7:A1,Thu Jun 09 20:22:07 2016,Fri Jun 10 13:00:40 2016,Intel Corporate
D0:33:11:0D:77:D7,Thu Jun 09 20:17:55 2016,Fri Jun 10 13:02:19 2016,"Apple, Inc."
6C:AD:F8:61:64:73,Thu Jun 09 20:18:46 2016,Fri Jun 10 13:04:07 2016,AzureWave Technology Inc.
B4:99:BA:C5:01:52,Thu Jun 09 20:15:49 2016,Fri Jun 10 13:04:13 2016,Hewlett Packard
10:A5:D0:E4:D2:72,Thu Jun 09 20:59:45 2016,Fri Jun 10 13:03:45 2016,"Murata Manufacturing Co., Ltd."
70:81:EB:20:F2:BF,Thu Jun 09 20:56:42 2016,Fri Jun 10 13:04:14 2016,"Apple, Inc."
DC:53:60:D0:37:61,Thu Jun 09 20:16:05 2016,Fri Jun 10 13:03:51 2016,Intel Corporate
10:92:66:87:88:3A,Fri Jun 10 09:59:42 2016,Fri Jun 10 13:03:46 2016,"Samsung Electronics Co.,Ltd"
AC:FD:EC:65:A4:2F,Fri Jun 10 12:19:43 2016,Fri Jun 10 13:03:57 2016,"Apple, Inc."
6C:94:F8:69:CF:EC,Thu Jun 09 20:17:01 2016,Fri Jun 10 13:04:18 2016,"Apple, Inc."
BC:6C:21:C6:5F:31,Fri Jun 10 13:04:14 2016,Fri Jun 10 13:04:18 2016,"Apple, Inc."
28:B2:BD:AD:32:5C,Thu Jun 09 21:08:18 2016,Fri Jun 10 13:04:18 2016,Intel Corporate
24:FD:52:A5:65:0D,Thu Jun 09 20:16:02 2016,Fri Jun 10 13:04:01 2016,Liteon Technology Corporation
F0:7B:CB:9F:A0:C1,Thu Jun 09 20:16:36 2016,Fri Jun 10 13:03:41 2016,"Hon Hai Precision Ind. Co.,Ltd."
